id,overall_status,study_type,start_date,enrollment,condition,location_countries,intervention,title,date_processed,sponsors
NCT04407390,Recruiting,Interventional,"June 1, 2020",100,COVID,DENMARK,NICOTINAMIDE RIBOSIDE,"Effects of Nicotinamide Riboside on the Clinical Outcome of Covid-19 in the Elderly. A Randomized Double-blind, Placebo-controlled Trial of Nicotinamide Riboside NR-COVID19","February 08, 2021",University of Copenhagen
NCT04411628,Completed,Interventional,"May 28, 2020",24,COVID,UNITED STATES,LY3819253,"A Randomized, Placebo-Controlled, Double-Blind, Sponsor Unblinded, Single Ascending Dose, Phase 1 First in Human Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Intravenous LY3819253 in Participants Hospitalized for COVID-19","February 08, 2021",Eli Lilly and Company
NCT04412395,Not yet recruiting,Interventional,"June 1, 2020",516,CORONAVIRUS INFECTION,EGYPT,LACTOFERRIN (APOLACTOFERRIN),Clinical Assessment of Oral Lactoferrin as a Safe Antiviral and Immunoregulatory Therapy in Patients Diagnosed With COVID-19 Disease,"February 08, 2021","National Research Centre, Egypt"
NCT04365309,Enrolling by invitation,Interventional,"February 10, 2020",128,NOVEL CORONAVIRUS PNEUMONIA,CHINA,ASPIRIN 100MG,Protective Effect of Aspirin on COVID-19 Patients,"February 08, 2021",Xijing Hospital
NCT04476706,No longer available,Expanded Access,,,CYTOKINE RELEASE SYNDROME IN COVID-INDUCED PNEUMONIA,,CANAKINUMAB,Managed Access Program (MAP) to Provide Access to Canakinumab Treatment of Cytokine Release Syndrome (CRS) in Patients With COVID-19-induced Pneumonia,"February 08, 2021",Novartis Pharmaceuticals
NCT04447638,Completed,Observational,"March 20, 2020",24,TRACHEOSTOMY,TURKEY,TRACHEOSTOMY WITH AEROSOL BOX IN COVID-19 POSITIVE PATIENTS,Percutaneous Tracheostomy With Aerosol Box in COVID-19 Positive Patients in Intensive Care Unit: a Clinical Trial,"February 08, 2021",Çanakkale Onsekiz Mart University
NCT04615975,Recruiting,Interventional,"November 1, 2020",28,COVID,ITALY,KETOGENIC DIET WITH PHYTOEXTRACTS,Pilot Study: Ketogenic Diet as Protective Factor During SARS-CoV-2 Infection,"February 08, 2021",University of Padova
NCT04414267,Recruiting,Interventional,"May 26, 2020",900,COVID,GREECE,BCG VACCINE,A Randomized Clinical Trial for Enhanced Trained Immune Responses Through Bacillus Calmette-Guérin Vaccination to Prevent Infections by COVID-19: The ACTIVATE II Trial,"February 08, 2021",Hellenic Institute for the Study of Sepsis
NCT04389554,Completed,Observational [Patient Registry],"May 14, 2020",300,COVID,TURKEY,BLOOD D-DIMER ASSAY,Assessment of D-dimer Levels in Pregnant Women Diagnosed With COVID-19,"February 08, 2021",Kanuni Sultan Suleyman Training and Research Hospital
NCT04661189,Recruiting,Interventional,"May 18, 2020",118,CARDIOVASCULAR DISEASES,CANADA,PHYSICAL EXERCISE TRAINING,The Cognitive and spOrt Virtual EPIC Training Study: Investigating the Effects of Home-based Exercise and Cognitive Training in Cardiovascular Diseases,"February 08, 2021",Montreal Heart Institute
NCT04393727,Terminated,Interventional,"May 1, 2020",1,COVID,ITALY,CONVALESCENT PLASMA,Transfusion of Convalescent Plasma for the Early Treatment of pneumonIa Due to SARSCoV2: a Multicenter Open Label Randomized Control Trial,"February 08, 2021","Azienda Ospedaliero, Universitaria Pisana"
NCT04355442,Completed,Observational,"April 1, 2020",300,MAXILLOFACIAL INJURIES,FRANCE,FACIAL FRACTURES REDUCTION OR OSTEOSYNTHESIS,Evolution of Maxillofacial Trauma Activity During COVID-19 Containment Measures: a French Multicentric Comparative Observational Study,"February 08, 2021","University Hospital, Montpellier"
NCT04336410,"Active, not recruiting",Interventional,"April 3, 2020",120,CORONAVIRUS INFECTION,UNITED STATES,INO-4800,"Phase 1 Open-label Study to Evaluate the Safety, Tolerability and Immunogenicity of INO-4800, a Prophylactic Vaccine Against SARS-CoV-2, Administered Intradermally Followed by Electroporation in Healthy Volunteers","February 08, 2021",Inovio Pharmaceuticals
NCT04346602,Recruiting,Observational,"February 1, 2020",132,COVID-2019,CHINA,ALL TREATMENT ABOUT COVID-2019,A Study on the Clinical and Psychological Characteristics of Patients With COVID-2019,"February 08, 2021",Jilin University
NCT04357639,Recruiting,Observational [Patient Registry],"May 28, 2020",1040,HIV PATIENTS,FRANCE,NO INTERVENTION,Prospective Description Study of the Impact of Long-term Protease Inhibitors in Patients Living With HIV on the Incidence of COVID-19,"February 08, 2021",Centre Hospitalier Intercommunal Creteil
NCT04350736,Completed,Interventional,"April 23, 2020",54,ACUTE LUNG INJURY (ALI) ASSOCIATED WITH COVID,UNITED KINGDOM,TD-0903,"A Phase 1, Double-blind, Randomized, Placebo-controlled, Sponsor-open, SAD and MAD Study in Healthy Subjects to Evaluate the Safety, Tolerability, and PK of Inhaled TD-0903, a Potential Treatment for ALI Associated With COVID-19","February 08, 2021",Theravance Biopharma
NCT04742049,Recruiting,Interventional,"December 28, 2020",30,CYSTIC FIBROSIS,TURKEY,TELEREHABILITATION-BASED,"The Effects of Telerehabilitation on Peripheral Muscle Function, Physical Activity Level and Sleep Quality in Pediatric Cystic Fibrosis Patients Having Social Isolation Due to Pandemic","February 08, 2021",Hacettepe University
NCT04522466,Terminated,Interventional,"April 3, 2020",7,SARS-COV2,FRANCE,HYDROXYCHLOROQUINE (HCQ),Evaluation of the Pharmacokinetics and Pharmacodynamics of Hydroxychloroquine in COVID-19 Intensive Care Unit Patients,"February 08, 2021",Centre Hospitalier Universitaire de Saint Etienne
NCT04617119,Not yet recruiting,Interventional,"November 1, 2020",38,COVID,KUWAIT,THRESHOLD IMT DEVICE,The Effects of Multi-modality Physiotherapy in Delaying or Preventing COVID-19 Patient From Admitting to ICU: A Pilot Study,"February 08, 2021",DR. JASSIM ALGHAITH
NCT04416399,Terminated,Interventional,"July 16, 2020",146,CORONAVIRUS INFECTION,UNITED KINGDOM,BUDESONIDE DRY POWDER INHALER,Use of High Dose Inhaled Corticosteroids as Treatment of Early COVID-19 Infection to Prevent Clinical Deterioration and Hospitalisation,"February 08, 2021",University of Oxford
NCT04668911,Recruiting,Observational,"December 13, 2020",150,COVID,UNITED KINGDOM,SWAB,"Oral Health, Microbial Burden and COVID-19","February 08, 2021",Eastman Dental Insitute and Hospital
NCT04369989,Enrolling by invitation,Observational,"April 14, 2020",1000,CORONAVIRUS,UNITED STATES,NO INTERVENTION,Observational Study of COVID-19 Treatment Efficacy,"February 08, 2021",OSF Healthcare System
NCT04713540,Recruiting,Observational,"January 1, 2021",58,COVID,TURKEY,,The Intensive Care Rehabilitation Experiences of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Patients of Pandemic Hospital in Turkey,"February 08, 2021",Bakirkoy Dr. Sadi Konuk Research and Training Hospital
NCT04453566,Recruiting,Observational,"May 27, 2020",120,COVID,TURKEY,ONLINE SURVEY,"Effect of COVID-19 Pandemic on Perceived Stress, Anxiety, Mood, and Training Quality in Elite Athletes.","February 08, 2021",Uskudar University
NCT04452487,Recruiting,Observational,"June 1, 2020",2500,PATIENT HOSPITALIZED IN DISEASE INFECTIOUS UNIT,FRANCE,DECISIONS OF LIMITATIONS AND STOP PROCESSING,Study of the Consequences of Infection on Compliance of Modalities of Decisions of Limitations and Stops of Treatments,"February 08, 2021","University Hospital, Clermont-Ferrand"
NCT04383730,Recruiting,Observational,"June 26, 2020",400,CRITICALLY ILLNESS,FRANCE,INTRAVENOUS SEDATION,Inhaled Sedation in COVID-19-related Acute Respiratory Distress Syndrome (ISCA): an International Research Data Study in the Recent Context of Widespread Disease Resulting From the 2019 (SARS-CoV2) Coronavirus Pandemics (COVID-19),"February 08, 2021","University Hospital, Clermont-Ferrand"
NCT04373200,Recruiting,Interventional,"May 25, 2020",75,SARS-COV2 CORONAVIRUS,FRANCE,BLOOD SAMPLES COLLECTION,Human Ab Response & immunoMONItoring of COVID-19 Patients,"February 08, 2021",Rennes University Hospital
NCT04623671,Recruiting,Interventional,"November 15, 2020",60,COVID,UNITED STATES,CAP-1002,"A Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety and Efficacy of Intravenous Infusion of CAP-1002 in Patients With COVID-19 (INSPIRE)","February 08, 2021",Capricor Inc.
NCT04342208,Not yet recruiting,Observational,"April 10, 2020",500,MUSCULOSKELETAL PAIN,,,Evaluate the Working Environments of Individuals Working From Home During Covid-19 Outbreak,"February 08, 2021",Istanbul University-Cerrahpasa
NCT04358952,Recruiting,Observational,"April 4, 2020",50,CARDIOMYOPATHIES,FRANCE,GLOBAL LONGITUDINAL STRAIN,Imaging Cardiac Phenotype of SARS-Cov-2 (Covid19) Infected Patients,"February 08, 2021","University Hospital, Toulouse"
NCT04448756,Recruiting,Interventional,"July 29, 2020",150,CORONAVIRUS DISEASE 2019,BRAZIL,M5049,"A Phase II, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Efficacy of M5049 in Hospitalized Participants With COVID-19 Pneumonia","February 08, 2021","EMD Serono Research & Development Institute, Inc."
NCT04690829,Enrolling by invitation,Observational,"February 11, 2021",1000,UVEITIS,UNITED STATES,,Biomarkers in Ocular Inflammation and Uveitis,"February 08, 2021",National Eye Institute (NEI)
NCT04406493,Recruiting,Interventional,"April 28, 2020",50,ARDS,ISRAEL,LUNG IMPEDANCE TECHNIQUE,Monitoring of Lung Fluid Status of Hospitalized COVID-19 Patients by Lung Impedance Technique,"February 08, 2021",Hillel Yaffe Medical Center
NCT04435041,"Active, not recruiting",Observational [Patient Registry],"June 1, 2020",1,COVID,UNITED KINGDOM,,"Remote-by-Default Care in the COVID-19 Pandemic: Addressing the Micro-, Meso-, and Macro-level Challenges of a Radical New Service Model","February 08, 2021",University of Oxford
NCT04627194,"Active, not recruiting",Observational,"February 20, 2020",1000,COVID,KAZAKHSTAN,,"Epidemiological and Clinical Characteristics of COVID-19 Patients in Kazakhstan in Early 2020: a Retrospective, Observational Cohort Study","February 08, 2021",Semey State Medical University
NCT04329559,Recruiting,Observational [Patient Registry],"March 30, 2020",50,COVID,CHINA,,Clinical Characteristics of COVID-19 in Patients With Pre-existing Cirrhosis (COVID-Cirrhosis-CHESS2002): A Multicentre Observational Study,"February 08, 2021",Hepatopancreatobiliary Surgery Institute of Gansu Province
NCT04703205,Recruiting,Interventional,"September 16, 2020",240,COVID,JAPAN,IVERMECTIN 3 MG,"A Placebo-controlled, Randomized, Double-blind Study in COvid-19 Patients With iveRmectin; An inVEstigator iniTiaTEd Trial","February 08, 2021",Kitasato University
NCT04343742,Recruiting,Observational,"April 1, 2020",20,COVID,COLOMBIA,CHLORINE DIOXIDE 3000 PPM,Determination of the Effectiveness of Oral Chlorine Dioxide in the Treatment of COVID 19,"February 08, 2021",Genesis Foundation
NCT04240886,Recruiting,Interventional,"January 4, 2020",50,INVASIVE FUNGAL INFECTIONS,BELGIUM,FOSMANOGEPIX,"A Phase 2, Open-Label Study to Evaluate the Safety and Efficacy of APX001 in the Treatment of Patients With Invasive Mold Infections Caused by Aspergillus Species or Rare Molds","February 08, 2021",Amplyx Pharmaceuticals
NCT04480632,Not yet recruiting,Interventional,"August 1, 2020",44,COVID,COLOMBIA,CONVALESCENT PLASMA,Therapeutic Plasmapheresis in Critically Ill Adult Patients With COVID-19 Confirmed Diagnosis / Plasmaféresis terapéutica en Pacientes Adultos críticamente Enfermos Con diagnóstico Confirmado de COVID-19,"February 08, 2021",Fundación Cardiovascular de Colombia
NCT04367714,Recruiting,Observational [Patient Registry],"March 15, 2020",300,COVID,DENMARK,,Antistof Respons Mod SARS-CoV-2 Hos Dialysepatienter i Forbindelse Med COVID-19,"February 08, 2021",Region MidtJylland Denmark
NCT04330690,Recruiting,Interventional,"March 18, 2020",2900,COVID,CANADA,INTERFERON BETA-1A,"A Multi-centre, Adaptive, Randomized, Open-label, Controlled Clinical Trial of the Safety and Efficacy of Investigational Therapeutics for the Treatment of COVID-19 in Hospitalized Patients (CATCO: Canadian Treatments for COVID-19), in Conjunction With the Public Health Emergency SOLIDARITY Trial (World Health Organization)","February 08, 2021",Sunnybrook Health Sciences Centre
NCT04734795,Recruiting,Observational,February 2021,500,DYSFUNCTIONAL BREATHING,DENMARK,,The Prevalence of Dysfunctional Breathing in Children and Adolescents With Asthma,"February 08, 2021",Kolding Sygehus
NCT04561063,Recruiting,Interventional,"December 8, 2020",1950,COVID,SOUTH AFRICA,NITAZOXANIDE,"A Multi-center, Randomised, Open Label Study of Nitazoxanide (NTZ), or Sofosbuvir and Daclatasvir (SOF/DCV), Compared to no Pharmacological Intervention for the Prevention of COVID-19 Disease in Healthcare Workers at High Risk of Exposure to SARS-CoV-2","February 08, 2021","University of Witwatersrand, South Africa"
NCT04394039,Not yet recruiting,Interventional,"June 1, 2020",34,STRESS,SINGAPORE,PUBLIC SPACE EXPOSURE,Effects of COVID-19-Related Self-isolation on Psychological Response to Different Outdoor Environments in Singapore - Before & After Brain and Behavior Study,"February 08, 2021","National University, Singapore"
NCT04428073,Not yet recruiting,Interventional,July 2020,32,COVID,,COVAX-19™,A Phase I Trial of a Therapeutic Vaccine (Covax-19™) in SARS-CoV-2 Infected Patients,"February 08, 2021",GeneCure Biotechnologies
NCT04625985,Recruiting,Interventional,"July 14, 2020",20,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,MEXICO,METFORMIN GLYCINATE,"Adaptive Study to Demonstrate Efficacy and Safety of Metformin Glycinate for the Treatment of Hospitalized Patients With Severe Acute Respiratory Syndrome Secondary to SARS-CoV-2. Randomized, Double-Blind, Phase IIIb","February 08, 2021",Laboratorios Silanes S.A. de C.V.
NCT04683328,Not yet recruiting,Interventional,"February 25, 2021",560,COVID,,SCTA01,"An Adaptive, Randomized, Double-blinded, Placebo-controlled, Phase II/III Trial of Monoclonal Antibody SCTA01 Against SARS-CoV-2 in Patients With Severe COVID-19 Admitted to High Dependence or Intensive Care Unit (MASP3 Trial)","February 08, 2021",Sinocelltech Ltd.
NCT04528771,Not yet recruiting,Interventional,"October 31, 2020",21,SARS-COV2 INFECTION,UNITED STATES,SNO,Phase 1b Safety Trial for S-Nitrosylation Therapy to Treat COVID-19 Induced Respiratory Distress,"February 08, 2021",Robert Schilz
NCT04393818,Completed,Interventional,"May 5, 2020",560,MENTAL HEALTH DISORDER,SPAIN,INTERVENTION APP,A Double-blinded Randomized Controlled Trial to Examine the Effectiveness of a Mobile-based Intervention to Reduce Mental Health Problems in Healthcare Workers at the Frontline Against COVID-19 in Spain: the PsyCovidApp Trial,"February 08, 2021",Fundació d'investigació Sanitària de les Illes Balears
NCT04401436,Recruiting,Observational,"May 22, 2020",350,CORONA VIRUS DISEASE 2019,UNITED STATES,,COVID-19 Associated Lymphopenia Pathogenesis Study in Blood (CALYPSO),"February 08, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
NCT04513158,Recruiting,Interventional,"August 14, 2020",100,COVID,UNITED STATES,CONVALESCENT PLASMA,Convalescent Plasma in the Early Treatment of High-Risk Patients With SARS-CoV-2 (COVID-19) Infection,"February 08, 2021","Joseph M. Flynn, D.O., MPH"
NCT04315948,"Active, not recruiting",Interventional,"March 22, 2020",3100,CORONAVIRUS INFECTION,AUSTRIA,REMDESIVIR,"Multi-centre, Adaptive, Randomized Trial of the Safety and Efficacy of Treatments of COVID-19 in Hospitalized Adults","February 08, 2021","Institut National de la Santé Et de la Recherche Médicale, France"
NCT04459364,Completed,Observational [Patient Registry],"June 1, 2020",67,"HYPERTENSION, PULMONARY",SWEDEN,,"The Prevalence of Pulmonary Hypertension, With or Without Right Ventricular Loading, in Patients With COVID-19 Who Are Being Treated With a Respirator in the Intensive Care Unit.","February 08, 2021",Attgeno AB
NCT04429529,"Active, not recruiting",Interventional,"June 9, 2020",32,CORONAVIRUS DISEASE-2019 (COVID),SINGAPORE,TY027,"Phase 1 First-in-Human, Time Lagged, Randomised, Placebo Controlled, Double Blind, Single Ascending Dose Study of TY027 in Healthy Adult Volunteers","February 08, 2021",Tychan Pte Ltd.
NCT04375709,Recruiting,Observational,"March 15, 2020",60,COVID (NEW CORONAVIRUS) INFECTION,SWITZERLAND,PHYSICAL EXERCISE,Health-related Quality of Life (HRQOL) and Physical Performance in Individuals After COVID-19 Induced Hospitalisation and the Impact of a Standard Care Follow-up Program: a Longitudinal Observational Cohort Study,"February 08, 2021",Kantonsspital Winterthur KSW
NCT04359407,Recruiting,Observational,"April 27, 2020",16,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,SWITZERLAND,PRONE POSITIONING,The Effect of Prone Positioning on Lung Aeration and Ventilation-perfusion Matching in Mechanically Ventilated Patients With Coronavirus Disease Related Acute Respiratory Distress Syndrome,"February 08, 2021",Walid HABRE
NCT04384705,Recruiting,Observational,"June 17, 2020",500,SARS-COV INFECTION,FRANCE,RESEARCH SPECIFIC BLOOD SAMPLE,HDL Target of CoViD19 ? Analysis on the Caregivers of the Reunion University Hospital,"February 08, 2021",Centre Hospitalier Universitaire de la Réunion
